state,date,avg_temperature,total_rainfall_mm,temp_anomaly_deg,rainfall_anomaly_pct,heatwave_days,drought_severity,crop_production_1000t,irrigation_coverage_pct,crop_failure_rate_pct,fertilizer_consumption_kg_per_ha,land_under_cultivation_1000ha,gdp_estimate_crores,unemployment_rate_pct,inflation_rate_pct,poverty_rate_pct,per_capita_income_inr,year_month
Tamil Nadu,2025-04-01,29.4,76.1,1.98,-65.7,0,9,8159.0,45.8,9.9,102.8,5993.0,518026.0,4.07,5.81,11.5,49046.0,2025-04
Tamil Nadu,2025-04-02,27.1,65.5,-1.91,-70.5,0,8,9874.0,53.7,8.6,81.6,5128.0,524559.0,3.76,5.19,11.9,46345.0,2025-04
Tamil Nadu,2025-04-03,28.8,65.6,-1.12,-70.5,0,8,7721.0,47.9,9.4,101.3,4420.0,514917.0,4.5,5.69,12.3,46212.0,2025-04
Tamil Nadu,2025-04-04,30.1,78.5,-0.58,-64.7,0,5,8326.0,45.9,5.7,89.6,5882.0,510115.0,4.48,6.4,12.2,61773.0,2025-04
Tamil Nadu,2025-04-05,31.6,84.8,1.32,-61.8,0,10,8093.0,58.4,8.5,101.0,4666.0,514974.0,4.15,6.17,11.1,51440.0,2025-04
Tamil Nadu,2025-04-06,30.7,70.4,-0.62,-68.3,0,8,8440.0,46.7,8.4,128.0,5585.0,508002.0,3.86,6.23,12.8,74904.0,2025-04
Tamil Nadu,2025-04-07,30.5,69.3,-0.36,-68.8,0,6,10525.0,56.6,8.4,97.2,5172.0,508489.0,4.37,4.98,12.7,55978.0,2025-04
Tamil Nadu,2025-04-08,30.7,81.6,0.65,-63.2,0,5,8157.0,56.6,7.5,123.1,4505.0,514426.0,4.45,4.79,9.3,58507.0,2025-04
Tamil Nadu,2025-04-09,31.0,81.2,-1.15,-63.4,0,10,8686.0,49.8,8.3,87.2,5818.0,524782.0,4.34,6.95,12.1,56511.0,2025-04
Tamil Nadu,2025-04-10,30.0,59.0,2.03,-73.4,0,9,9648.0,53.6,8.5,100.7,5102.0,517218.0,4.22,6.87,8.8,68764.0,2025-04
Tamil Nadu,2025-04-11,29.7,47.3,1.23,-78.7,0,7,10410.0,49.4,8.5,130.0,4911.0,514418.0,3.94,5.54,10.8,70644.0,2025-04
Tamil Nadu,2025-04-12,28.7,52.2,2.63,-76.5,0,6,9820.0,40.6,6.6,121.3,5942.0,521902.0,4.57,6.62,8.6,73339.0,2025-04
Tamil Nadu,2025-04-13,27.2,77.2,-0.07,-65.2,0,9,8889.0,48.1,7.8,82.0,5453.0,519765.0,4.21,4.56,8.6,74235.0,2025-04
Tamil Nadu,2025-04-14,30.9,74.4,-1.53,-66.5,0,8,8582.0,45.5,8.4,94.7,4917.0,520690.0,4.45,4.74,9.8,46402.0,2025-04
Tamil Nadu,2025-04-15,29.7,73.6,2.7,-66.9,0,8,9213.0,56.4,8.1,114.4,4640.0,520974.0,4.64,6.57,9.6,59232.0,2025-04
Tamil Nadu,2025-04-16,30.1,71.7,3.46,-67.7,0,8,8151.0,51.2,7.5,91.1,5630.0,523691.0,3.78,6.03,10.3,57240.0,2025-04
Tamil Nadu,2025-04-17,31.8,62.4,0.74,-71.9,0,7,7997.0,52.8,8.0,96.9,4630.0,509951.0,3.93,5.8,12.6,58937.0,2025-04
Tamil Nadu,2025-04-18,29.3,56.6,-1.51,-74.5,0,9,10898.0,45.9,8.4,139.0,5257.0,513965.0,4.11,5.11,10.5,70554.0,2025-04
Tamil Nadu,2025-04-19,30.6,54.2,0.74,-75.6,0,9,10180.0,54.6,7.2,105.3,5719.0,518267.0,4.08,5.07,8.9,60694.0,2025-04
Tamil Nadu,2025-04-20,28.9,58.8,-0.57,-73.5,0,10,10732.0,46.5,10.1,85.0,4418.0,511862.0,3.75,5.79,11.3,54847.0,2025-04
Tamil Nadu,2025-04-21,28.5,57.1,3.88,-74.3,0,7,10765.0,41.8,7.5,103.7,5660.0,507904.0,4.67,5.72,9.9,53326.0,2025-04
Tamil Nadu,2025-04-22,34.0,59.1,2.48,-73.4,0,8,9389.0,48.0,8.1,104.2,5842.0,520553.0,4.66,4.92,11.6,73627.0,2025-04
Tamil Nadu,2025-04-23,30.5,53.8,-1.19,-75.8,0,5,10157.0,53.0,7.2,82.3,5911.0,510173.0,4.05,5.46,9.9,51825.0,2025-04
Tamil Nadu,2025-04-24,30.8,50.4,-0.55,-77.3,0,9,10457.0,55.8,9.5,105.7,5227.0,520372.0,4.06,4.76,10.2,65118.0,2025-04
Tamil Nadu,2025-04-25,30.7,47.8,-1.03,-78.5,0,8,9839.0,51.1,6.9,106.6,4664.0,514067.0,4.31,4.88,11.8,62459.0,2025-04
Tamil Nadu,2025-04-26,30.8,69.5,-0.7,-68.7,0,9,7971.0,57.5,7.7,121.4,4221.0,521101.0,4.39,4.64,11.6,60014.0,2025-04
Tamil Nadu,2025-04-27,29.2,52.5,3.02,-76.4,0,10,9091.0,43.6,8.5,131.2,5569.0,510842.0,4.29,6.22,10.5,55859.0,2025-04
Tamil Nadu,2025-04-28,30.9,69.4,1.3,-68.7,0,6,8035.0,59.3,6.8,121.1,5141.0,525114.0,4.4,5.15,12.4,48250.0,2025-04
Tamil Nadu,2025-04-29,32.3,77.3,1.03,-65.2,0,6,10765.0,50.4,7.6,99.3,4831.0,512316.0,4.43,4.88,11.5,52510.0,2025-04
Tamil Nadu,2025-04-30,32.4,77.7,-0.48,-65.0,0,7,8419.0,40.9,8.4,87.2,5350.0,514561.0,4.43,5.86,10.3,58265.0,2025-04
Tamil Nadu,2025-05-01,31.6,74.6,2.02,-66.4,0,9,9993.0,58.3,9.8,82.5,5753.0,516979.0,4.66,5.24,9.2,55266.0,2025-05
Tamil Nadu,2025-05-02,31.1,64.1,-0.18,-71.1,0,5,10853.0,55.8,6.5,107.0,4757.0,513186.0,4.43,6.61,8.5,47406.0,2025-05
Tamil Nadu,2025-05-03,31.6,51.1,1.14,-77.0,0,10,8198.0,42.9,8.2,96.4,5830.0,526414.0,4.59,4.78,9.5,72429.0,2025-05
Tamil Nadu,2025-05-04,35.0,77.6,-1.87,-65.1,0,7,9351.0,53.7,8.8,122.1,5258.0,520535.0,4.43,6.94,8.2,68186.0,2025-05
Tamil Nadu,2025-05-05,30.7,65.5,3.13,-70.5,0,6,8011.0,48.6,7.2,120.9,4986.0,519206.0,4.72,6.95,12.0,64832.0,2025-05
Tamil Nadu,2025-05-06,30.2,79.2,3.0,-64.4,0,7,8945.0,44.0,8.5,105.7,5806.0,514970.0,4.03,4.95,10.3,66287.0,2025-05
Tamil Nadu,2025-05-07,31.2,63.3,3.2,-71.5,0,8,10672.0,56.9,8.9,88.6,4139.0,510435.0,4.16,6.14,11.1,68435.0,2025-05
Tamil Nadu,2025-05-08,31.7,70.1,0.45,-68.5,0,6,10699.0,43.0,7.5,111.7,4559.0,518682.0,4.1,5.36,12.1,66790.0,2025-05
Tamil Nadu,2025-05-09,33.2,71.3,-0.0,-67.9,0,9,8848.0,53.3,8.4,131.1,5391.0,523460.0,4.41,6.3,10.4,73713.0,2025-05
Tamil Nadu,2025-05-10,31.6,76.2,-0.46,-65.7,0,9,9816.0,59.3,8.3,122.6,4745.0,508494.0,4.32,5.11,9.4,59901.0,2025-05
Tamil Nadu,2025-05-11,33.0,57.5,1.98,-74.1,0,8,7762.0,52.2,7.8,106.6,4949.0,522737.0,4.35,5.95,8.3,45635.0,2025-05
Tamil Nadu,2025-05-12,32.7,70.6,2.17,-68.2,0,9,9890.0,54.9,8.5,137.3,4627.0,522031.0,4.36,7.0,9.2,73682.0,2025-05
Tamil Nadu,2025-05-13,34.6,70.9,-1.31,-68.1,0,7,8687.0,44.7,8.6,133.4,4247.0,512924.0,4.4,6.15,10.3,67834.0,2025-05
Tamil Nadu,2025-05-14,33.2,72.3,2.62,-67.5,0,6,9334.0,47.5,8.0,139.5,5692.0,507783.0,4.1,4.75,11.8,60157.0,2025-05
Tamil Nadu,2025-05-15,32.0,57.0,-1.3,-74.3,0,5,8713.0,55.2,5.3,96.7,4364.0,520234.0,4.57,5.85,10.7,72463.0,2025-05
Tamil Nadu,2025-05-16,33.2,78.5,1.66,-64.7,0,6,9399.0,54.8,8.3,124.1,4145.0,511228.0,3.76,5.93,9.1,49434.0,2025-05
Tamil Nadu,2025-05-17,31.7,71.6,1.31,-67.8,0,7,8568.0,43.5,6.7,138.5,4721.0,511096.0,3.92,5.55,11.4,46845.0,2025-05
Tamil Nadu,2025-05-18,32.4,70.4,3.64,-68.3,0,8,8134.0,47.4,8.1,87.7,4866.0,516783.0,4.37,5.98,12.6,49689.0,2025-05
Tamil Nadu,2025-05-19,31.9,74.0,2.33,-66.7,0,5,9795.0,40.2,5.8,135.8,5473.0,518940.0,4.06,5.76,12.0,60014.0,2025-05
Tamil Nadu,2025-05-20,30.2,83.6,-1.95,-62.4,0,8,9467.0,48.7,8.2,120.0,5731.0,508680.0,3.98,5.35,9.9,67783.0,2025-05
Tamil Nadu,2025-05-21,33.6,64.4,2.18,-71.0,0,9,10504.0,54.4,8.5,138.7,5678.0,510216.0,4.63,5.97,12.2,49377.0,2025-05
Tamil Nadu,2025-05-22,28.6,82.2,2.18,-63.0,0,7,9257.0,43.7,6.6,133.7,4531.0,526043.0,4.3,6.76,10.1,48938.0,2025-05
Tamil Nadu,2025-05-23,30.5,68.4,0.95,-69.2,0,10,9715.0,46.7,10.3,139.2,5761.0,525252.0,4.48,4.75,10.6,49673.0,2025-05
Tamil Nadu,2025-05-24,32.4,78.4,3.18,-64.7,0,5,9171.0,49.7,7.8,127.4,5681.0,514577.0,4.02,6.5,9.0,67934.0,2025-05
Tamil Nadu,2025-05-25,32.4,49.7,0.55,-77.6,0,5,9358.0,41.2,7.4,82.3,4162.0,523206.0,4.19,4.64,12.7,58045.0,2025-05
Tamil Nadu,2025-05-26,35.3,83.7,-1.92,-62.3,0,5,9468.0,43.3,7.5,134.6,4080.0,508614.0,4.08,6.23,8.6,62524.0,2025-05
Tamil Nadu,2025-05-27,33.5,70.7,2.15,-68.2,0,8,10886.0,53.3,7.3,88.0,5585.0,514495.0,4.2,5.57,11.2,62109.0,2025-05
Tamil Nadu,2025-05-28,32.7,53.6,-1.82,-75.9,0,8,8116.0,56.5,8.9,117.7,4864.0,510734.0,3.75,6.01,9.7,73468.0,2025-05
Tamil Nadu,2025-05-29,33.3,53.5,0.34,-75.9,0,6,9846.0,49.9,5.9,88.0,5158.0,507966.0,4.51,4.84,8.1,74375.0,2025-05
Tamil Nadu,2025-05-30,34.7,77.3,3.25,-65.2,0,5,8776.0,40.6,5.1,107.0,4612.0,518777.0,4.6,5.47,9.0,55663.0,2025-05
Tamil Nadu,2025-05-31,31.6,49.4,-0.83,-77.8,0,9,10300.0,53.2,9.0,102.1,4454.0,516521.0,4.0,5.59,12.3,67397.0,2025-05
Tamil Nadu,2025-06-01,32.1,650.3,1.17,192.8,0,0,3328.0,45.7,4.6,129.3,5964.0,514974.0,4.7,5.77,11.2,46601.0,2025-06
Tamil Nadu,2025-06-02,33.2,838.7,-1.71,277.6,0,0,2700.0,51.5,3.8,119.6,4553.0,508440.0,3.74,6.72,12.9,74740.0,2025-06
Tamil Nadu,2025-06-03,30.9,553.8,1.11,149.4,0,0,3561.0,55.2,2.8,98.4,4712.0,510277.0,4.27,5.34,11.2,63829.0,2025-06
Tamil Nadu,2025-06-04,31.2,590.3,-0.31,165.8,0,0,2805.0,56.6,4.2,111.8,4622.0,512987.0,4.31,4.88,10.5,66783.0,2025-06
Tamil Nadu,2025-06-05,32.1,965.3,2.67,334.7,0,0,2715.0,46.7,3.2,117.3,5361.0,515557.0,3.78,5.38,9.7,55659.0,2025-06
Tamil Nadu,2025-06-06,33.0,740.6,2.09,233.5,0,0,3822.0,50.1,2.7,97.5,4936.0,517079.0,4.45,5.01,8.1,53502.0,2025-06
Tamil Nadu,2025-06-07,34.1,648.1,0.29,191.8,0,0,3213.0,50.8,3.0,136.9,5053.0,509762.0,4.38,4.57,8.6,46485.0,2025-06
Tamil Nadu,2025-06-08,31.9,583.8,2.86,162.9,0,0,3315.0,43.9,2.6,82.5,4518.0,518007.0,4.32,4.54,11.6,49606.0,2025-06
Tamil Nadu,2025-06-09,33.5,640.9,-0.03,188.6,0,0,3542.0,43.1,3.9,113.3,5262.0,517315.0,4.51,6.45,9.7,62406.0,2025-06
Tamil Nadu,2025-06-10,34.6,981.3,-0.69,341.9,0,0,3936.0,53.3,5.0,94.9,4240.0,507873.0,4.04,6.02,8.3,54225.0,2025-06
Tamil Nadu,2025-06-11,36.3,856.9,3.33,285.8,0,0,2785.0,41.2,4.1,126.0,5631.0,511500.0,4.59,4.56,11.2,69818.0,2025-06
Tamil Nadu,2025-06-12,31.8,989.5,0.18,345.5,0,0,3010.0,55.0,3.1,133.5,4663.0,509094.0,4.34,5.21,9.4,69264.0,2025-06
Tamil Nadu,2025-06-13,32.1,1009.2,0.65,354.4,0,0,3562.0,47.0,4.7,116.4,5399.0,523988.0,3.99,6.25,9.9,45290.0,2025-06
Tamil Nadu,2025-06-14,33.2,935.5,-1.52,321.2,0,0,3131.0,40.7,4.5,117.2,5595.0,518688.0,4.15,6.44,10.1,65602.0,2025-06
Tamil Nadu,2025-06-15,33.8,782.6,2.0,252.4,0,0,2664.0,49.2,4.1,103.7,4463.0,518706.0,3.89,6.5,12.8,53203.0,2025-06
Tamil Nadu,2025-06-16,31.4,581.1,3.47,161.7,0,0,2644.0,51.8,4.0,82.8,4952.0,512512.0,4.09,5.46,12.3,59697.0,2025-06
Tamil Nadu,2025-06-17,34.2,675.7,-0.54,204.3,0,0,2687.0,45.0,2.9,133.0,5818.0,524253.0,4.06,5.2,9.6,47920.0,2025-06
Tamil Nadu,2025-06-18,31.1,777.2,0.83,250.0,0,0,3526.0,43.3,3.2,91.4,5811.0,524167.0,3.85,6.51,11.3,49002.0,2025-06
Tamil Nadu,2025-06-19,33.1,812.8,-1.27,266.0,0,0,3307.0,48.5,5.1,96.6,4349.0,513263.0,4.4,6.79,12.7,70652.0,2025-06
Tamil Nadu,2025-06-20,31.1,798.6,3.47,259.6,0,0,2711.0,52.2,4.9,112.1,5030.0,510445.0,3.87,4.63,12.8,59219.0,2025-06
Tamil Nadu,2025-06-21,36.4,705.6,0.4,217.7,0,0,3781.0,43.5,4.6,134.1,4739.0,508659.0,3.89,6.19,8.4,54500.0,2025-06
Tamil Nadu,2025-06-22,32.9,639.0,3.84,187.7,0,0,3070.0,43.2,3.4,83.0,4478.0,507949.0,4.4,4.77,11.3,49441.0,2025-06
Tamil Nadu,2025-06-23,32.2,623.4,1.25,180.7,0,0,3837.0,57.8,4.9,135.0,4004.0,518796.0,4.4,5.08,11.2,70235.0,2025-06
Tamil Nadu,2025-06-24,33.0,938.9,0.31,322.8,0,0,3519.0,41.3,4.6,96.2,5311.0,522397.0,4.37,4.67,12.6,61544.0,2025-06
Tamil Nadu,2025-06-25,32.9,790.6,-0.13,256.0,0,0,3352.0,57.2,3.4,106.7,4904.0,520800.0,4.05,5.67,8.3,49375.0,2025-06
Tamil Nadu,2025-06-26,33.8,732.3,3.1,229.7,0,0,3483.0,49.8,4.3,98.6,5529.0,514493.0,4.17,5.44,10.1,51335.0,2025-06
Tamil Nadu,2025-06-27,33.9,612.5,3.96,175.8,0,0,3876.0,46.9,4.5,137.0,4763.0,508623.0,4.02,5.59,12.7,47862.0,2025-06
Tamil Nadu,2025-06-28,34.0,644.6,-1.59,190.2,0,0,3401.0,48.6,3.2,85.3,5090.0,511432.0,4.15,6.32,10.5,63184.0,2025-06
Tamil Nadu,2025-06-29,31.3,812.1,-0.78,265.6,0,0,2935.0,58.1,3.8,80.3,5543.0,507427.0,4.65,6.0,11.6,69399.0,2025-06
Tamil Nadu,2025-06-30,31.1,915.6,-0.65,312.3,0,0,2999.0,58.6,5.2,112.7,4398.0,524508.0,4.15,6.17,9.0,54785.0,2025-06
Tamil Nadu,2025-07-01,32.8,624.3,-1.21,181.1,0,0,3534.0,43.2,5.1,92.3,4166.0,514626.0,4.12,5.96,10.4,64802.0,2025-07
Tamil Nadu,2025-07-02,32.0,840.2,0.92,278.3,0,0,3795.0,59.2,2.6,80.9,4210.0,524907.0,4.33,4.71,9.8,60909.0,2025-07
Tamil Nadu,2025-07-03,34.1,674.5,1.9,203.7,0,0,3771.0,53.5,4.0,97.5,4631.0,514030.0,4.3,6.26,10.2,60165.0,2025-07
Tamil Nadu,2025-07-04,33.7,786.7,0.89,254.2,0,0,2934.0,49.1,3.9,85.3,5094.0,517998.0,3.85,4.61,11.2,71212.0,2025-07
Tamil Nadu,2025-07-05,32.2,604.3,0.29,172.1,0,0,3303.0,57.1,3.0,105.4,4119.0,523611.0,4.31,6.42,9.0,63695.0,2025-07
Tamil Nadu,2025-07-06,30.2,656.3,1.57,195.5,0,0,3407.0,59.3,2.8,82.8,4265.0,508752.0,3.91,5.28,9.1,69346.0,2025-07
Tamil Nadu,2025-07-07,31.3,585.5,-1.06,163.6,0,0,3721.0,44.0,3.5,136.1,5857.0,524720.0,4.24,5.58,11.4,53962.0,2025-07
Tamil Nadu,2025-07-08,29.4,578.3,-1.64,160.4,0,0,3771.0,59.5,5.0,131.8,4844.0,522487.0,4.44,4.61,9.4,71572.0,2025-07
Tamil Nadu,2025-07-09,34.0,779.6,-1.62,251.0,0,0,3677.0,53.0,4.5,122.0,5649.0,511984.0,3.83,6.53,11.6,65823.0,2025-07
Tamil Nadu,2025-07-10,30.8,561.0,2.93,152.6,0,0,3304.0,43.9,4.6,128.5,5744.0,508871.0,4.08,6.9,9.8,51034.0,2025-07
Tamil Nadu,2025-07-11,32.6,772.3,1.02,247.8,0,0,3364.0,55.9,3.2,131.2,4781.0,514640.0,4.18,5.69,12.4,72453.0,2025-07
Tamil Nadu,2025-07-12,31.4,718.5,-1.92,223.5,0,0,3030.0,45.5,2.9,93.4,5174.0,518739.0,4.15,6.39,10.8,74529.0,2025-07
Tamil Nadu,2025-07-13,32.0,601.4,0.58,170.8,0,0,3630.0,41.9,2.5,116.1,5621.0,515839.0,4.32,5.52,11.7,58656.0,2025-07
Tamil Nadu,2025-07-14,31.8,577.9,-0.81,160.2,0,0,3273.0,55.0,2.6,95.7,5461.0,520935.0,3.97,6.98,10.4,67249.0,2025-07
Tamil Nadu,2025-07-15,33.2,959.2,3.07,331.9,0,0,3079.0,42.5,4.7,116.6,5327.0,506410.0,4.41,5.67,10.0,54280.0,2025-07
Tamil Nadu,2025-07-16,31.2,1005.6,2.61,352.8,0,0,2702.0,58.5,2.6,93.6,4751.0,519227.0,3.91,5.89,9.6,62250.0,2025-07
Tamil Nadu,2025-07-17,33.2,562.1,3.29,153.1,0,0,2647.0,43.7,4.1,130.6,5592.0,506293.0,4.11,6.9,12.4,47691.0,2025-07
Tamil Nadu,2025-07-18,34.4,901.1,2.37,305.7,0,0,3322.0,58.1,4.2,128.9,5908.0,524690.0,3.81,6.58,11.6,54940.0,2025-07
Tamil Nadu,2025-07-19,31.4,675.8,3.41,204.3,0,0,2995.0,56.1,4.1,91.5,4148.0,507160.0,4.14,4.74,8.3,59793.0,2025-07
Tamil Nadu,2025-07-20,32.0,792.5,-1.51,256.8,0,0,3077.0,41.8,4.0,92.2,4374.0,521486.0,4.08,6.14,12.0,74791.0,2025-07
Tamil Nadu,2025-07-21,34.3,747.2,-1.03,236.5,0,0,3102.0,55.3,3.6,84.2,5243.0,507912.0,3.9,5.1,8.2,55253.0,2025-07
Tamil Nadu,2025-07-22,32.7,950.3,2.07,327.9,0,0,3323.0,41.3,5.4,91.9,4086.0,521887.0,4.35,6.8,10.1,50557.0,2025-07
Tamil Nadu,2025-07-23,32.5,794.5,-1.52,257.7,0,0,3408.0,46.6,5.0,124.7,5397.0,524668.0,4.15,5.5,11.6,48048.0,2025-07
Tamil Nadu,2025-07-24,31.4,869.4,3.61,291.5,0,0,3085.0,42.5,3.0,93.6,4506.0,513627.0,4.2,5.24,9.5,65497.0,2025-07
Tamil Nadu,2025-07-25,31.1,705.2,-0.69,217.5,0,0,3393.0,52.2,4.4,120.4,5837.0,524394.0,3.95,6.37,12.6,58036.0,2025-07
Tamil Nadu,2025-07-26,33.1,957.9,2.03,331.3,0,0,3532.0,59.0,4.1,135.3,4789.0,514851.0,4.63,6.31,11.7,50289.0,2025-07
Tamil Nadu,2025-07-27,33.5,670.8,1.76,202.0,0,0,3524.0,55.8,5.4,94.3,5626.0,516797.0,3.84,5.79,11.3,71034.0,2025-07
Tamil Nadu,2025-07-28,33.2,979.8,3.24,341.2,0,0,3331.0,51.1,2.8,98.3,5957.0,509775.0,3.78,5.14,12.9,48091.0,2025-07
Tamil Nadu,2025-07-29,30.9,768.5,3.52,246.0,0,0,3717.0,49.4,4.0,87.7,4379.0,512161.0,4.59,6.26,8.4,59394.0,2025-07
Tamil Nadu,2025-07-30,34.7,848.5,2.28,282.1,0,0,3451.0,46.2,3.2,139.1,4592.0,520575.0,4.06,6.6,9.5,60548.0,2025-07
Tamil Nadu,2025-07-31,31.7,994.3,0.93,347.7,0,0,3788.0,41.6,2.9,84.9,5521.0,525759.0,3.79,6.06,8.3,60311.0,2025-07
Tamil Nadu,2025-08-01,30.7,602.1,-1.29,171.1,0,0,3010.0,56.7,3.3,104.4,5746.0,517141.0,4.46,5.22,12.2,54450.0,2025-08
Tamil Nadu,2025-08-02,31.5,880.4,1.18,296.4,0,0,3264.0,58.1,5.5,105.1,5751.0,508631.0,3.86,4.6,12.1,70167.0,2025-08
Tamil Nadu,2025-08-03,34.8,950.0,-0.51,327.7,0,0,2685.0,49.4,5.0,133.9,4105.0,522002.0,3.74,5.36,8.6,58227.0,2025-08
Tamil Nadu,2025-08-04,31.6,617.6,3.8,178.1,0,0,3207.0,46.7,4.1,100.5,4550.0,507446.0,4.05,5.49,11.3,58453.0,2025-08
Tamil Nadu,2025-08-05,28.3,696.3,1.21,213.5,0,0,2743.0,48.3,4.6,102.0,5482.0,508155.0,4.54,5.1,10.3,53530.0,2025-08
Tamil Nadu,2025-08-06,31.3,857.2,0.15,286.0,0,0,3485.0,46.3,3.3,95.5,5395.0,516319.0,4.35,6.53,11.3,67533.0,2025-08
Tamil Nadu,2025-08-07,33.2,674.1,0.79,203.5,0,0,2915.0,58.3,3.7,136.9,4380.0,517915.0,4.16,5.16,12.8,65129.0,2025-08
Tamil Nadu,2025-08-08,32.2,793.4,-0.08,257.3,0,0,3282.0,50.9,3.6,86.0,4306.0,506443.0,4.66,4.9,12.2,45096.0,2025-08
Tamil Nadu,2025-08-09,30.4,895.5,-0.57,303.2,0,0,3012.0,49.4,4.1,116.5,4039.0,521569.0,4.13,6.65,12.6,47529.0,2025-08
Tamil Nadu,2025-08-10,31.2,570.6,2.84,156.9,0,0,2792.0,49.7,4.2,115.3,5424.0,519532.0,4.57,5.8,10.4,49553.0,2025-08
Tamil Nadu,2025-08-11,32.3,754.7,2.95,239.8,0,0,3156.0,45.0,4.9,81.6,4990.0,519164.0,3.87,5.78,9.5,64196.0,2025-08
Tamil Nadu,2025-08-12,32.5,962.8,-1.64,333.5,0,0,2883.0,45.2,3.2,90.0,4960.0,520313.0,4.54,6.68,11.2,56747.0,2025-08
Tamil Nadu,2025-08-13,32.4,646.6,0.55,191.2,0,0,3804.0,49.8,5.5,95.3,4670.0,517934.0,3.91,6.52,12.7,65134.0,2025-08
Tamil Nadu,2025-08-14,32.0,730.3,2.32,228.8,0,0,3317.0,56.9,3.0,94.8,5815.0,522443.0,4.71,6.88,8.8,59188.0,2025-08
Tamil Nadu,2025-08-15,32.6,677.3,0.29,205.0,0,0,3082.0,51.4,5.5,135.9,4115.0,524298.0,4.23,5.94,10.6,54595.0,2025-08
Tamil Nadu,2025-08-16,32.4,867.1,-1.76,290.4,0,0,3631.0,44.6,4.1,129.2,4385.0,521989.0,4.23,6.83,10.8,72522.0,2025-08
Tamil Nadu,2025-08-17,34.0,743.1,1.71,234.6,0,0,2847.0,48.2,4.3,109.2,4466.0,511581.0,4.09,5.39,9.5,45779.0,2025-08
Tamil Nadu,2025-08-18,31.0,895.9,-0.87,303.4,0,0,3637.0,52.4,4.4,89.4,5099.0,521612.0,3.88,6.38,10.2,47216.0,2025-08
Tamil Nadu,2025-08-19,31.0,928.1,0.21,317.9,0,0,3918.0,44.0,2.8,94.0,4291.0,514910.0,4.73,5.64,9.6,52992.0,2025-08
Tamil Nadu,2025-08-20,31.5,862.2,1.49,288.2,0,0,3031.0,44.9,4.2,136.0,4231.0,525606.0,4.16,5.25,8.5,69745.0,2025-08
Tamil Nadu,2025-08-21,29.1,941.9,0.85,324.1,0,0,3582.0,55.6,4.2,137.0,4030.0,526021.0,3.81,6.19,8.5,68923.0,2025-08
Tamil Nadu,2025-08-22,28.7,811.9,-0.77,265.6,0,0,3104.0,45.2,3.3,109.9,4346.0,508348.0,4.29,5.88,8.3,62978.0,2025-08
Tamil Nadu,2025-08-23,28.1,614.0,-0.43,176.5,0,0,3617.0,54.7,4.8,136.2,4001.0,525438.0,4.0,5.66,10.6,56318.0,2025-08
Tamil Nadu,2025-08-24,31.4,842.4,0.28,279.3,0,0,3075.0,46.0,4.3,100.8,5146.0,516120.0,4.41,6.24,9.2,57460.0,2025-08
Tamil Nadu,2025-08-25,30.2,927.3,2.43,317.5,0,0,3709.0,47.5,5.4,89.6,4651.0,521032.0,4.43,4.51,9.0,71432.0,2025-08
Tamil Nadu,2025-08-26,31.7,648.7,-1.02,192.1,0,0,2885.0,52.0,5.5,120.7,5566.0,516695.0,3.97,5.62,11.1,54439.0,2025-08
Tamil Nadu,2025-08-27,31.1,650.1,0.21,192.7,0,0,2922.0,53.1,2.5,101.7,5080.0,524387.0,3.85,6.66,11.3,64320.0,2025-08
Tamil Nadu,2025-08-28,28.3,760.7,-1.56,242.5,0,0,3437.0,53.2,5.0,125.9,4152.0,516870.0,4.06,6.3,9.2,66799.0,2025-08
Tamil Nadu,2025-08-29,31.8,934.8,3.98,320.9,0,0,2990.0,47.8,5.2,121.7,5757.0,521773.0,4.35,6.34,8.8,53703.0,2025-08
Tamil Nadu,2025-08-30,32.1,893.5,3.25,302.3,0,0,2838.0,55.7,3.3,105.5,5403.0,517621.0,4.53,5.69,11.1,73122.0,2025-08
Tamil Nadu,2025-08-31,29.7,983.5,3.08,342.8,0,0,3897.0,46.0,5.2,135.2,4556.0,508014.0,3.73,5.66,12.2,68710.0,2025-08
Tamil Nadu,2025-09-01,28.9,960.8,2.44,332.6,0,0,3178.0,53.7,2.7,126.8,5426.0,516771.0,4.08,5.08,11.1,69566.0,2025-09
Tamil Nadu,2025-09-02,32.9,901.3,0.86,305.8,0,0,3225.0,54.9,2.7,104.2,5486.0,522999.0,3.86,4.7,10.2,65563.0,2025-09
Tamil Nadu,2025-09-03,26.3,754.1,-0.33,239.5,0,0,3430.0,59.3,3.3,130.7,5129.0,512987.0,4.1,5.49,10.4,68807.0,2025-09
Tamil Nadu,2025-09-04,30.2,596.9,2.43,168.8,0,0,3372.0,57.1,2.7,139.0,5311.0,522511.0,3.95,5.05,9.6,66681.0,2025-09
Tamil Nadu,2025-09-05,28.6,748.7,-1.96,237.1,0,0,3722.0,40.2,3.2,111.1,4297.0,526284.0,4.71,4.63,9.7,60310.0,2025-09
Tamil Nadu,2025-09-06,27.6,720.0,1.57,224.2,0,0,3369.0,57.4,4.1,97.4,4462.0,515378.0,4.22,4.57,12.8,49658.0,2025-09
Tamil Nadu,2025-09-07,26.8,889.6,1.87,300.5,0,0,2706.0,53.9,3.3,86.2,5185.0,522482.0,4.34,5.66,11.7,57672.0,2025-09
Tamil Nadu,2025-09-08,31.4,619.7,1.67,179.0,0,0,2681.0,55.7,5.3,126.7,5614.0,516327.0,3.85,5.15,9.5,74501.0,2025-09
